pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_rad,st_teff,st_logg,prediction,probability
3.5322939,1.901,2450.0,3.40196,0.66,4003.0,4.59,1,0.9024598078354881
14.4348737,6.023,1640.0,8.117,1.93,5834.0,3.89,1,0.8157742301282461
12.320331,2.327,5790.0,5.10721,0.65,4103.0,4.62,1,0.8534954782011617
9.5730706,3.7949677,370.8091141,2.3053058,1.11672,6101.0,4.38774,1,0.9049847309689149
4.040413,3.5274466,143.394396,1.5473747,1.11672,6101.0,4.38774,1,0.928225312695645
0.7676706,1.057,340.0,2.98877,1.53,6377.0,4.17,0,0.07538906790224506
12.2788421,4.387,4960.0,9.64521,1.39,5596.0,4.15,1,0.8087984580001034
10.7166249,3.8540186,1308.3913665,2.16171,0.65,4235.5,4.33,0,0.38490075620653463
22.1575175,3.374,837.0,2.17495,0.79,5174.0,4.58,1,0.8698217354642771
4.8038539,2.7824259,2380.362129,4.0981388,0.692076,4080.0,4.56,1,0.8735998001728758
2.9855843,1.184,9990.0,10.0005,0.82,4602.0,4.48,1,0.7982189735089255
3.6311186,2.416,6300.0,15.6552,1.63,5979.9,4.33,0,0.4660491829003614
25.0930011,5.5344286,5820.9357478,10.3058363,1.33728,5775.0,4.2,1,0.926730497766743
2.5551882,2.356,11630.0,13.5962,1.21,5855.0,4.3,1,0.9222225500253852
5.201975,1.175,4990.0,9.15316,1.18,4950.0,4.21,1,0.5587759041969449
1.1096992,2.097,620.0,9.33715,3.13,8666.0,3.80083,0,0.09004651137733681
4.8952783,5.325,4730.0,14.0672,1.77,5828.0,3.96,1,0.9413830428504735
2.8622679,2.646,14440.0,18.4047,1.49,7167.0,4.3,1,0.7332651505123425
2.4307782,1.708,1310.0,12.4035,3.3,6015.0,3.45,0,0.17750386024958628
2.787945,1.5084757,3211.467356,7.5851475,0.847241,5375.0,4.55,1,0.6285019114540192
3.4138019,2.877,9850.0,22.5559,2.24,5150.0,4.33,1,0.607730755069416
4.7155974,3.4748078,11242.4339671,18.3601489,1.5585099,5873.0,4.08,1,0.9266942900918999
3.2428744,2.417,1470.0,2.3171,0.58,4016.0,4.72,1,0.6692558409016004
56.4043748,4.069,9060.0,12.5447,1.25,6433.0,4.36,1,0.5408570301163623
1.9795413,2.088,2640.0,4.77367,0.92,5275.0,4.46,1,0.5703588002654433
3.2724973,1.459,5320.0,5.6778,0.75,4279.0,4.51,1,0.9228242128658983
3.6623918,3.7669692,12253.6582523,17.2805567,1.48532,6600.0,4.20892,1,0.8693167207099785
6.269716,3.696,1240.0,3.86288,1.08,4812.0,4.26,0,0.4649652652169961
2.3382502,2.289,13090.0,11.123,0.94,5263.0,4.45,1,0.8786681080359896
11.7647926,4.4338184,4428.9591948,11.5240963,1.69397,5801.0,4.01,1,0.9209773418098307
4.1571604,4.348,8040.0,10.544,1.23434,5766.9,4.33,1,0.7329415356024174
0.9135968,1.247,540.0,2.17077,0.89,5987.0,4.58,0,0.15346399387111892
2.5139764,2.36,560.0,4.90303,2.05,6150.0,3.9,0,0.11271581057382593
3.7630305,3.503,1580.0,5.96705,1.5,6357.0,4.19,0,0.48752839328220393
3.8016217,3.223,8310.0,13.6371,1.47,6244.0,4.19,1,0.8748777409192943
3.660032,4.7853014,7749.7203265,17.5565568,1.88626,5988.0,3.93,1,0.8955514253406605
4.6200781,2.149,3480.0,7.04607,1.16,5999.0,4.36,0,0.49090202006474337
1.82488,1.757,2950.0,24.8366,1.23,5773.74,3.51,0,0.040741540470518506
4.2511214,2.823,13830.0,11.2617,0.94,5501.0,4.48,1,0.9175746864083073
3.6022715,2.752,9700.0,14.4799,1.45,6338.0,4.21,1,0.8208852296619121
3.6593967,3.917,4230.0,12.1105,1.86,5875.0,3.92,1,0.9530099544715552
9.8482192,4.24,1670.0,13.8742,3.31,6126.0,3.46,0,0.2323302287193817
16.9020565,5.729,14890.0,11.3763,0.91,5442.0,4.49,1,0.8115668703036389
4.0664446,1.712,19740.0,12.1827,0.86,5421.0,4.54,1,0.9574568201434267
0.7011578,0.932,5890.0,13.2816,1.51,6036.0,4.13,0,0.09282518318365243
2.3745416,3.17,10590.0,13.6144,1.3,5865.0,4.23,1,0.9610748246992201
3.6841446,2.967,2260.0,3.74263,0.79,4939.0,4.55,1,0.524480528589848
3.2928068,2.107,16460.0,11.9432,0.91,5037.0,4.44,1,0.9489190681502171
3.6112621,3.5377447,5684.0944144,13.6137403,1.68443,6450.0,4.03776,1,0.9318638536979441
9.7938352,4.6542394,6228.3071316,13.1815999,1.46202,5737.0,4.12,1,0.703376474801074
11.6999152,3.863,2960.0,12.0929,2.16,6906.0,3.94,1,0.9414140123197875
1.5822588,2.964,13280.0,10.544,1.23434,5800.55,4.33,1,0.7723485966503224
4.6174254,4.5173138,9412.560054,16.6632337,1.67219,6411.0,4.1,1,0.8832008686163986
7.3446285,5.044,4210.0,12.8665,1.99,6320.0,3.94,1,0.8412583728050336
3.3207642,2.487,940.0,3.02356,0.95,6142.0,4.55,1,0.656870717589727
4.461878,2.937,500.0,2.32515,1.04,5986.0,4.45,1,0.8576177971594742
12.822639,3.1703392,750.9057494,3.0954065,1.0396301,5986.0,4.45,1,0.8123586403646151
5.289835,3.179,2330.0,7.64474,1.11,6655.0,4.5,0,0.2765122762845678
13.4167713,2.151,1780.0,10.544,1.23434,5800.55,4.33,0,0.4685630177026255
0.8659846,0.891,1660.0,8.86618,1.92,5815.0,3.89,0,0.1546788741925381
7.0114,4.8,8970.0,18.1417,1.82,6084.8,4.01,0,0.3126874580820043
4.4427146,3.2966866,12220.1525687,11.7585481,1.04413,5754.0,4.41,1,0.9260719633054151
4.2607797,6.4465003,3857.0364187,13.7822358,2.1503201,7409.0,4.0,1,0.9380314888044652
4.3744258,5.275,8580.0,19.4866,2.05,6013.0,3.86,1,0.6078736255284874
21.5615248,5.73,3600.0,7.76454,1.28,5644.0,4.22,1,0.7017982672992795
3.522843,2.874,800.0,3.93303,1.39,5952.0,4.33,0,0.4752287881105149
7.1406422,1.9916579,7517.3472752,11.978218,1.00007,5463.0,4.42,1,0.8601251226960313
5.236124,2.622,930.0,2.94616,0.96,5604.0,4.47,1,0.8750328959004682
14.793901,3.171,8150.0,8.42756,0.84,5095.0,4.52,0,0.43320694351889244
29.3821476,2.9371293,6575.439488,14.7329776,1.1547199,6016.0,4.36,1,0.5276486169011437
3.4026932,5.23,2900.0,11.5347,2.18,5661.0,3.77,1,0.8743376702440933
5.62162,2.675,580.083,3.35879,1.27,5834.2,4.24,1,0.7412019189820408
2.190225,3.151,8750.0,15.1395,1.56,5929.0,4.09,1,0.9254371133110522
3.7453991,3.327,1390.0,3.17171,0.81,5133.0,4.56,1,0.7417265108976763
4.1915095,3.187,900.0,2.33252,0.79,4996.0,4.56,1,0.7150613391200069
8.2713274,3.809,20740.0,14.0507,0.97,5921.0,4.5,1,0.7874104108729391
1.5569519,1.066,950.0,6.93656,2.04,6464.0,3.94,0,0.30789805152531075
2.1632835,1.362,830.0,10.544,1.23434,5800.55,4.33,0,0.2542549779086971
3.2089372,3.1,6310.0,19.3856,2.43,7423.0,3.89774,0,0.3912796492397754
3.6928289,3.866,5223.0,15.6542,2.13,7042.0,3.97,1,0.6682689059228111
2.2042212,1.011,4250.0,9.78883,1.42,5702.0,4.14,0,0.3596821654310347
2.5485772,3.113,1270.0,10.544,1.23434,4813.4,4.33,0,0.18742818955043164
2.2359865,1.5254332,19058.0137423,13.4367443,0.844379,5260.0,4.51363,1,0.9380472058835856
1.5954319,1.0,473.6397437,4.3219935,1.92067,7511.0,3.92857,0,0.22491086154478684
0.5992533,2.3197658,24379.9383482,2.9919707,0.18,31000.0,5.59998,0,0.00939385296319955
27.848697,3.519,343.0,2.77036,1.56,5399.6,3.9,1,0.8043595196442994
11.7915574,1.6063345,661.9685157,3.2687802,1.24512,6407.0,4.35687,0,0.4961430834982267
4.9019938,1.3243804,10774.951206,2.5554145,0.240807,3147.0,5.04654,1,0.8932644851012337
16.5414219,3.4223633,1098.6666331,3.3270234,0.938435,4395.6,4.49,1,0.9121525683953344
12.7503356,3.297,692.0,2.17135,0.88,5639.0,4.55041,1,0.8934888498591305
30.8812601,10.7723374,425.1596999,5.2996592,2.2319901,6047.0,3.7899,1,0.6976994094676273
10.2813284,2.4414916,37333.9631684,11.8759119,0.593317,3919.0,4.63413,0,0.39331001223068535
46.9621053,5.7665722,757.7887314,2.4680695,0.879321,5744.0,4.56261,1,0.8697345310094058
0.4038426,1.0592218,636.6337963,1.442393,0.555,4119.1,4.73,0,0.24302534033366718
15.6062307,3.6444849,659.0717891,2.1494954,0.816585,5067.0,4.54195,1,0.9247091112586209
742.8561164,5.6483285,415.3404179,2.2756143,1.10194,5816.0,4.37494,1,0.9600744988668769
4.2300182,1.847,3470.0,17.0408,1.44,6064.1,4.18,0,0.4314155859783457
6.5081212,5.472,8260.0,11.511,1.27,5652.8,4.38,1,0.8739399401404158
1.0432995,1.169,3260.0,6.51532,1.07,5943.0,4.42,0,0.1689852273771831
5.4447698,1.366,5420.0,10.544,1.23434,5890.0,4.33,1,0.5363011415950814
3.125924,2.985,18690.0,17.3686,1.24,5828.0,4.28,1,0.8830434856865722
3.9017499,1.845,27430.0,12.6062,0.71,4665.0,4.6,1,0.911274287119457
4.746318,3.117,12470.0,12.2509,1.09,5648.0,4.36,1,0.9482413241129753
4.4466179,4.511,7930.0,16.7023,1.85,6534.0,4.03,1,0.8874826305226305
2.300698,3.451,780.0,4.87824,0.85,5747.3,4.57,0,0.27760306689975345
1.027641,1.977,12630.0,10.544,1.23434,5640.0,4.33,1,0.5748205636839787
3.5809733,2.18,36850.0,12.0428,0.61,3790.0,4.64,1,0.7388003053788273
2.6689906,2.854,14140.0,10.544,1.23434,5247.8,4.33,1,0.9147772254943402
2.9531039,2.501,16770.0,10.544,1.23434,5304.5,4.33,1,0.9242481389855628
3.9592516,3.269,3160.0,7.85756,1.39,7068.0,4.35,1,0.6560988507134472
5.9056572,4.314,10720.0,11.5383,0.97,5076.0,4.4,1,0.809089783775531
2.4170503,3.246,7730.0,13.975,1.56,5796.8,4.07,1,0.896662463606894
1.0681394,2.082,7290.0,19.5184,2.23,7248.0,3.95,0,0.21738818265221768
1.72328,3.005,14180.0,10.544,1.23434,5800.55,4.33,1,0.6975070045764151
0.8631737,1.227,6330.0,12.7525,1.47,6142.0,4.17,0,0.3902729184062585
16.067522,2.6182382,2929.6501469,4.7909617,0.860124,5718.0,4.35658,1,0.7931246880925752
5.1976858,1.8810737,437.4376044,1.9257346,0.860124,5718.0,4.35658,1,0.8617789756268424
1.0754208,1.01,4950.0,9.41227,1.17,4614.0,4.16,0,0.11157117879639233
2.2715616,2.741,8190.0,10.544,1.23434,6671.3,4.33,0,0.4510126216947908
2.3485025,1.804,3070.0,10.544,1.23434,8807.8,4.33,0,0.17476938265386352
1.0435229,1.476,4970.0,9.09391,1.23,6259.0,4.34,0,0.17337668156704997
3.491383,2.999,4650.0,11.154,1.59,5936.5,4.28,1,0.7291443749790967
1.0994412,1.394,3860.0,11.0223,1.63,6915.0,4.19,0,0.32414317209666876
2.1816809,3.83,1280.0,10.544,1.23434,8582.7,4.08,0,0.057339903478524634
1.1870337,2.7329029,8164.5762553,10.6747149,1.15885,6325.0,4.41,0,0.23685379588546576
2.6269521,3.503,12010.0,17.6062,1.58,6976.0,4.22,1,0.8762584372421113
1.1471548,1.403,2670.0,3.90118,0.75,3901.0,4.47,0,0.33400020039679496
0.6333372,0.6217089,1063.7800027,4.4957089,1.34655,5999.0,4.22,0,0.13134151885201656
1.9138779,2.352,18720.0,10.544,1.23434,7246.0,4.33,1,0.5681951654489068
2.8395663,2.1,9860.0,10.544,1.23434,5858.0,4.33,1,0.8235116411569525
0.8335712,1.509,3340.0,12.5164,2.09,6158.0,3.87,0,0.1000273588722234
7.2654708,3.568,13930.0,13.0064,1.05,5944.0,4.43,1,0.5822961289964608
1.161347,2.471,4320.0,10.7619,1.62,6289.0,4.11,0,0.3541491999074117
1.1355457,2.63,393.5764226,21.5263238,7.03693,10262.0,4.33,0,0.05220870882046493
2.9628955,1.909,4610.0,14.7038,2.04,7998.0,4.33,1,0.5610536503694711
3.4169475,2.454,6880.0,13.7893,1.63,6610.0,4.16,1,0.6865007981073887
6.0219203,6.6297461,14130.5442597,19.1085522,1.58618,5932.0,4.07,0,0.47050489853310773
1.1385671,1.897,6220.0,16.0326,2.0,9024.0,4.19,0,0.2138205281817673
3.1615697,3.1425792,17482.2328085,14.8619546,1.0977401,6072.0,4.41,1,0.8313215480206834
1.9401022,2.4525242,6596.371503,10.544,1.23434,5436.9,4.33,1,0.6996872734010056
3.2970252,2.279,6550.0,13.4619,1.67,8945.0,4.35,1,0.6464605459477296
1.2247985,1.645,7640.0,8.32531,0.89,5699.0,4.55,0,0.3370549644007187
1.820443,2.643,7330.0,16.6319,1.94,6079.0,3.92,0,0.3087483273120023
0.908232,2.28,5020.0,8.54322,1.23,6481.0,4.38,0,0.09473743089387537
1.6562803,0.929,5610.0,9.54495,1.25,6044.0,4.29,0,0.17592492873190477
0.4021401,1.1432107,3337.1746961,22.9091656,2.44753,6115.0,3.72,0,0.17915170565532104
3.0482015,2.433,7620.0,10.544,1.23434,5774.7,4.33,1,0.7468578819894212
1.2732245,1.634,23100.0,13.8628,0.85,4973.0,4.49,1,0.8792595339776987
2.8123314,4.7153653,7201.8344297,16.8822046,1.84646,6614.0,4.05,1,0.8715958860832401
1.9784257,2.106,720.0,2.02143,0.75,5059.0,4.61,0,0.3056977462728677
10.1238604,2.239,7090.0,15.7944,1.81,6531.0,4.05,1,0.5667575509873348
3.1118943,2.761,16660.0,14.3339,1.08,5412.6,4.33,1,0.9484859927095028
3.0579913,3.125607,7764.9825702,14.2454281,1.59436,5967.0,4.07,1,0.9057837403172989
1.0886286,2.4298631,412.1764427,8.7147619,4.2160501,6127.0,3.25,0,0.13469533291384667
1.8665254,3.109,3606.0,10.2057,1.61,6310.3,4.33,0,0.3592290373358974
3.1527177,1.8963737,4102.6968156,5.7168495,0.800841,5093.0,4.52,1,0.8282082443642392
12.8860009,5.137673,11434.9523427,12.0983571,1.11324,6126.0,4.41,1,0.8913170216720631
4.3539599,3.4390219,41586.4865614,23.0280318,1.09523,5883.0,4.39,0,0.1220021431972567
5.1442317,5.856,4310.0,13.8382,2.09,5936.0,4.18,1,0.7544220917623945
6.772626,4.592009,8606.4623591,19.1292,2.12,4360.5,4.33,1,0.7547600857784826
3.60364,3.728,6281.32,14.1007,1.62,6896.7,4.17,0,0.47055086813888475
4.0185922,4.47,6230.0,13.9642,1.77,7156.0,4.15,1,0.7818228863615275
0.9109508,1.473,4720.0,13.0531,1.79,9421.0,4.31,0,0.16618381769080615
2.6085023,1.9206019,10431.5892384,13.8957666,1.2122999,7302.0,4.49,1,0.7966189172762681
3.4192373,3.37339,19414.5446339,10.544,1.23434,5658.5,4.33,1,0.9150826091763946
1.1462769,2.7834681,4058.2232173,14.1198099,2.11854,6416.0,3.9,0,0.25826131600841035
2.5057108,1.962,3170.0,12.9673,2.26,8330.0,4.04,0,0.40265122311807067
1.0962372,2.336,2460.0,15.7533,3.25,6519.0,3.54,0,0.2171338019632878
4.6512523,2.251,3110.0,6.22936,1.1,7192.0,4.56,0,0.3360614838773376
3.8505662,2.499,6070.0,16.5768,2.13,6353.0,3.88,1,0.5626438328752019
8.9612626,1.8325932,11333.9389745,17.0901716,1.1706899,5435.5,4.33,1,0.8370494228743618
1.3205037,2.0155519,469.4537481,2.1611735,0.98926,5731.0,4.46,0,0.37295886430231007
5.4588359,4.555,3290.0,8.59319,1.41,6349.0,4.33,1,0.749270413482133
1.5040804,2.955,6130.0,10.544,1.23434,3810.2,4.33,0,0.08458657065904286
5.9977892,4.4957853,7349.0892262,11.3637133,1.2860301,6613.0,4.36,1,0.7180701970676293
0.8334976,1.452144,3841.4834968,9.0185699,1.3925,6071.0,4.2,0,0.13005899604416135
3.1580472,2.6816352,7782.0821448,8.3204,1.01,7606.3,4.33,0,0.3485465314241265
3.7353995,1.836,2360.0,8.61993,1.53,5895.0,4.1,0,0.23392440954548152
0.8118585,1.102,6450.0,16.3456,1.97,5051.7,4.33,0,0.15265859327928258
1.2125595,1.344,5110.0,11.1279,1.48,6719.0,4.25,0,0.26428641890575183
0.8133123,1.079,310.0,4.37963,2.12,8265.0,4.33,0,0.06556779234159048
4.5766182,4.912,3770.0,10.544,1.23434,5816.5,4.33,1,0.6534182108124584
0.6090253,1.099,6100.0,15.1945,1.02,5271.7,4.34,0,0.03500046825366365
3.4671474,2.405,4770.0,11.6401,1.58,5886.0,4.07,1,0.7858516669597365
4.5016988,4.716,4360.0,10.544,1.23434,5829.0,4.33,1,0.6367239768969558
2.7302636,2.645,9410.0,13.7961,1.39,6307.0,4.25,1,0.8793201829563011
2.9346956,3.447,11160.0,23.898,2.23,6728.0,3.9,0,0.23228631923273071
0.4459299,1.266,14630.0,20.4459,1.7,8878.0,4.33,0,0.06205948584066475
0.7617828,2.0029797,3487.6353826,10.544,1.23434,6132.7,4.33,0,0.07364989583659236
11.851162,3.1401245,5066.6012319,10.544,1.23434,4983.0,4.33,1,0.5496880629487926
3.2738129,3.306,13200.0,14.6729,1.27,5976.0,4.27,1,0.859760069671166
1.7519943,1.624,4360.0,9.23623,1.39,5483.0,4.14,0,0.23847954909207458
2.0976705,3.3618036,2503.6856881,14.488932,2.7729599,5914.8,3.59,0,0.09573869968560728
0.6333315,0.404,320.0,6.24344,2.35,5713.0,3.67,0,0.10558594449841192
3.518972,3.21,13820.0,13.7987,1.16,5972.0,4.35,1,0.8923530523748758
5.7626055,3.963,7420.0,10.544,1.23434,5558.7,4.33,1,0.8186376579652367
13.5098037,2.695,24500.0,16.3981,0.94,5780.0,4.51,1,0.6426930803635255
3.0131053,2.207,13660.0,17.061,1.4,6838.0,4.32,1,0.800058876432875
3.5008785,4.9601804,6338.2982031,14.5866828,1.8056901,5759.0,4.3,1,0.7647039786506311
1.1703152,1.319,5380.0,9.82528,1.23,6328.0,4.36,0,0.1969624045807435
1.0268508,2.172,1430.0,3.2806,0.85,4938.0,4.49,0,0.2966163482267213
4.2337624,2.413,5740.0,14.6498,1.86,6387.0,4.0,1,0.7008420087879181
6.0597,1.242,8270.0,8.06637,0.82,5036.0,4.54,1,0.6873481653437378
2.9757428,4.43,6820.0,18.7018,2.18,6025.0,3.81,1,0.7717533022627857
4.088721700000001,9.528,7525.67,9.33426,0.98,5216.0,4.43,1,0.6099452729442238
1.1771655,1.048,1050.0,2.93951,0.8,5313.0,4.59,1,0.5482874053159382
12.1525595,5.254,6400.0,10.0438,1.28,6029.0,4.27,1,0.8596656818131402
1.7201092,2.622,7570.0,9.82252,1.13,5878.0,4.36,0,0.32465892950748937
1.6242109,2.273,17740.0,14.9916,1.06,5705.0,4.39,1,0.760469045480506
2.4330551,1.882,15280.0,10.544,1.23434,5512.0,4.33,1,0.8938174918049338
11.3929129,4.46,6880.0,10.0728,1.14,5217.0,4.28,1,0.7929281339278376
19.9706574,1.8801996,1037.3799062,3.1454612,0.899081,4985.0,4.45,1,0.7783662264051279
16.5272651,3.5945709,1074.4297512,2.9241556,0.821739,5030.0,4.53132,1,0.9222966716064633
722.2619756,7.7126298,480.796335,2.7207078,1.22059,5857.0,4.26578,1,0.9395986668777291
6.6019866,5.754,600.0,3.55715,1.45,6758.0,4.28,1,0.6597232525180737
0.58644,1.441,443.281,2.31276,1.0,5997.7,4.33,0,0.03526130378452496
0.8062768,1.963,660.0,9.05313,3.37,7311.1,4.16,0,0.08468031367327589
6.5445251,2.138,787.0,2.62701,0.98,5686.0,4.46,1,0.8692000817361278
38.7619532,4.5738199,785.4007844,2.5255313,0.876001,5653.0,4.55306,1,0.9534579810774384
8.6110844,2.0181798,542.6102038,4.3063675,1.76524,6908.0,4.12055,0,0.37195571628297963
15.5718552,4.931,380.0,2.44317,1.31,6352.33,4.30502,1,0.6086078450206683
31.7180208,2.3326321,292.8649645,2.2998049,1.30883,6352.33,4.30502,1,0.8675141437816282
183.0019106,2.5483505,396.3670005,5.5931205,2.7539101,6200.0,3.63371,1,0.524105194740035
374.3644315,3.6392863,310.5114444,5.1223706,2.7539101,6200.0,3.63371,1,0.6450382220365929
2.7299049,0.8257288,7427.7249664,1.3513606,0.155498,2887.0,5.15917,1,0.816406272307351
32.696666,4.428309,108.5170828,1.3159881,1.09843,6079.16,4.438,1,0.8965222349736022
4.6545798,3.1445137,24.5834929,0.5531037,1.09843,6079.16,4.438,1,0.9515978167346117
9.1512776,2.616,1074.0,2.45142,0.79,5015.0,4.47652,1,0.8978700745935534
4.088721700000001,2.1563739,661.1667085,2.5058764,0.829943,5220.0,4.54936,1,0.8836492375494156
12.4610086,3.3195777,2078.1425981,3.2809492,0.726632,4891.0,4.62,1,0.9036282523236046
0.4900589,1.0123328,291.0399722,1.4741529,0.726632,4891.0,4.62,1,0.900760584352574
739.1670007,5.7183604,1376.1395053,2.6735992,0.721084,4159.0,4.53501,1,0.9163401210708984
15.0700779,3.8675641,852.6165721,2.7293235,0.850729,5159.0,4.519,1,0.9227869216736642
0.9902892,1.3567356,278.9096992,1.4156529,0.850729,5159.0,4.519,1,0.8990392694110898
726.1175225,2.2543368,1707.6927809,2.4385296,0.55033,3808.0,4.69366,1,0.579218765309799
6.8227645,6.5295445,225.7612905,3.6003512,2.0587699,5781.0,3.82788,1,0.8116525054445569
73.580982,2.1441598,347.4450365,3.3991025,1.76118,7802.0,4.21386,0,0.2221981478849109
8.2861614,3.436315,617.1152562,2.2912229,0.914215,5809.0,4.56733,1,0.9050185542362597
20.2730282,3.651,17182.0,10.4386,0.86,5742.0,4.58473,1,0.9311463676085917
358.2825093,4.1416672,1862.6949843,3.8800495,0.865987,4354.29,4.39555,1,0.8152083939471682
1.1343824,1.4445,313.8458861,1.7532446,0.846842,5683.0,4.58721,1,0.8323678536367687
4.088721700000001,7.7272055,6743.4455261,6.5519689,0.725033,4438.0,4.438,1,0.8474859021064076
2.24704,2.713,18890.4,18.1799,1.2,6846.0,4.23,0,0.27899542238799513
25.1290153,4.271,465.0,1.93226,1.04,5871.0,4.43296,1,0.8827404797350358
46.4093732,4.822337,435.7347505,2.1862997,1.03563,5871.0,4.43296,1,0.9179573387472416
4.088721700000001,5.7408858,177.9248977,3.3520677,2.4612,6163.97,3.72396,1,0.8633769300330004
13.4190972,5.209244,348.2384065,2.4168515,1.20531,5914.2,4.30929,1,0.7050418368440159
14.6762658,3.2320455,3499.9379734,2.8523348,0.458861,3414.0,4.77364,0,0.4088243532749606
21.9692578,3.5662307,7940.6152389,4.1061739,0.458861,3414.0,4.77364,0,0.2755408637418384
6.2509468,1.1882969,770.1195597,1.1306823,0.395397,3479.0,4.8309,1,0.9856580729911188
1.6500673,0.9198679,2709.5349576,2.3990078,0.454049,3896.0,4.70541,1,0.9009514038123877
1826.0790324,4.1474226,587.1608288,2.7599003,1.07903,6034.49,4.42122,1,0.9700859491956468
0.8303285,0.665,680.0,3.44971,0.57,3672.0,4.68064,1,0.7456457340577449
703.79367,2.9297301,601.9566843,1.860295,0.739835,4709.0,4.57486,1,0.9106382638182681
2.9224661,5.5560255,5724.017673,20.8842189,2.7442901,5520.0,3.55,0,0.48023757675000356
1.17409,1.701,3680.0,49.6799,3.67,8242.0,3.61,0,0.08987664528982751
3.3513304,2.739,400.0,17.7728,8.71,4886.0,4.33,0,0.13014376737656333
2.9034242,2.154,860.0,6.62177,2.25,5992.0,3.77,0,0.21404323741926684
5.4468377,3.303,842.0,4.39864,1.68,6793.0,4.15,0,0.30720515329541376
8.9021443,1.7633959,1427.9681446,9.954598,1.7521,6606.0,4.09,0,0.2684997737216179
8.2197647,1.673,1040.0,7.65998,2.12,6657.0,3.93,0,0.30772613231009144
4.5006638,4.588,2110.0,14.2378,1.48,8933.0,4.45175,0,0.14991569067123095
16.3363665,1.9933922,3884.6785375,2.0492403,0.326568,3365.0,4.89744,0,0.4477079826847823
2.2887763,4.8634851,1890.6463423,2.8057654,0.617703,3953.0,4.6489,0,0.11980147001122748
7.4997158,2.0504305,3023.5215223,13.7499035,1.90969,4979.2,3.92,0,0.259795585217392
1.2540806,1.3435517,66025.099426,10.3493319,0.399724,3455.0,4.82691,1,0.8100129667307092
4.3888516,3.0184015,24964.547823,13.8994523,0.877856,5175.0,4.46488,1,0.9085138124055273
2.6680587,2.978,580.0,3.45609,1.44,6406.0,4.23,0,0.16181460831467978
18.4043334,7.879331,9135.2110162,1.2834433,0.133376,2891.0,5.22041,0,0.3987404219090771
5.538329,2.2263888,1407.1118648,2.2721409,0.598175,3883.0,4.65275,1,0.8967825171312103
10.6886084,2.6672245,1501.1726341,2.4642245,0.598175,3883.0,4.65275,1,0.905488026789122
11.5418525,2.9492981,415.9874628,1.8822681,0.901955,6112.0,4.5884,1,0.8713485259057313
731.4808779,14.7095051,244.9088772,3.2537107,2.0546,5854.0,3.83792,1,0.8536357135699838
12.8910022,4.0905287,15119.3900089,2.3547529,0.18,31000.0,5.59962,0,0.4288818100280136
3.9077116,9.5278364,599.6319099,1.5722799,0.64011,3917.0,4.61771,1,0.9189590034609697
35.3573239,6.8669784,617.495317,4.0299536,1.56285,7607.0,4.31008,1,0.9458102778164265
602.2450921,9.0912461,220.3440139,2.8742544,1.8626699,6128.0,3.96225,1,0.9498045135675743
749.1605231,4.9894211,1750.9801691,2.343896,0.558169,3851.0,4.71539,1,0.8064470782672802
3.352907,2.3906731,4205.1961016,5.2933196,0.672832,3978.0,4.438,1,0.9133202946443338
4.8759656,3.3372737,154.830677,1.4450569,1.1487499,5937.0,4.35104,1,0.9521521865017224
20.1459438,4.4706494,575.5886941,2.4401617,0.888701,5303.0,4.4996,1,0.9085093072598492
11.8918633,4.78248,362.6899452,1.692303,0.834552,5461.0,4.57288,1,0.7080032180023421
718.1809317,2.9233151,973.6269156,1.3653089,0.425623,3614.0,4.80335,1,0.9215802903794559
10.6306165,1.8847446,775.4826057,2.7943472,0.969791,5737.0,4.47544,1,0.8855211176367368
4.088721700000001,12.2281537,186.2920833,3.0678483,2.1748199,5423.0,3.73635,1,0.7420804001792077
579.6472035,4.0952456,564.4270183,4.054669,1.5925601,6855.0,4.20414,1,0.8566813747398178
1.8141215,4.6006154,129.4041201,1.3180464,1.12713,5789.58,4.35115,0,0.121103272191261
97.6087634,5.5654641,658.8471408,2.3777411,0.823673,5830.0,4.57203,1,0.7953990705658327
2.4360845,2.495,350.0,2.46916,1.32,6529.0,4.33,0,0.22194210329018962
1.8756,0.989,5666.3,10.544,1.23434,3549.7,4.87,0,0.201521663539014
3.0749507,1.2179384,1979.2841401,1.6050039,0.308247,3246.0,4.91671,1,0.9902737875108912
741.4238314,5.2389454,503.5494079,2.776093,1.22039,5944.0,4.30249,1,0.9010740316443042
7.5480709,4.9550247,239.8900935,2.6024598,1.57319,6688.0,4.19679,1,0.6353469075244227
2.118659,1.5585526,664.8120556,1.8325534,0.69132,4002.0,4.5511,1,0.754809610700317
5.4240691,1.6875037,1766.8589296,2.093707,0.465777,3500.0,4.76752,1,0.930720657050719
3.3784364,2.165,1232.0,5.0917,1.41,6311.0,4.23,0,0.4827481690650277
2.6374449,1.661,495.0,4.35478,1.96,5355.0,3.82,0,0.20294757736361668
2.5025812,2.771,807.0,4.90076,0.91,5603.0,4.49875,1,0.5019942616228709
4.4518604,2.8339358,3558.2211894,34.0312942,3.60934,8353.8,4.1,0,0.09415670073763294
13.576858,4.628,263.0,3.5804,2.5,6730.0,3.8,1,0.7145820215189591
2.7439029,1.503168,13852.3979585,11.9292388,0.885702,4860.0,4.438,1,0.9205162603079807
2.5610662,4.338,170.0,2.3454,1.9,6161.0,3.95,1,0.6980492689938916
